db_row,date,weekday,slot,node_name,winner,legacy_people,battle_count,unified_or_constraint,banquet,tax_days,holding_days,release_date,calculation_status
174,2026-01-26,月,1D,カイア渡し場,ーEspoirー,,,統一,宴会,4,3,2026-01-29,resolved
174,2026-01-26,月,1E,カズラ農場,βυsнỉȉdo家族,,,-,-,0,7,2026-02-02,resolved
177,2026-01-29,木,3A,北部大農場,PONYTAIL,,,,-,0,4,2026-02-02,resolved
177,2026-01-29,木,2A,トロル防御基地,xAEGISx,,,-,-,0,4,2026-02-02,resolved
177,2026-01-29,木,2B,隠された修道院,義勇,,,統一,宴会,0,7,2026-02-05,resolved
177,2026-01-29,木,2C,マルニの第2実験場,TRAITORs,,,-,-,0,3,2026-02-01,resolved
177,2026-01-29,木,1A,アグリス平原,SanctaTerra,,,-,宴会,4,7,2026-02-05,resolved
177,2026-01-29,木,1B,リンチ農場廃墟,Demise,,,統一,-,0,7,2026-02-05,resolved
177,2026-01-29,木,1C,ブレディー砦,ーEspoirー,,,-,-,3,7,2026-02-05,resolved
177,2026-01-29,木,1D,エントの森,亗Luxúria亗,,,統一,-,4,4,2026-02-02,resolved
177,2026-01-29,木,1E,クリオ村,Döraêmön,,,-,-,0,4,2026-02-02,resolved
178,2026-01-30,金,3A,アグリス祭壇,・殺戮・,,,,宴会,4,7,2026-02-06,resolved
178,2026-01-30,金,2A,ナーガ抽出場,東京熱株式會社,,,-,宴会,0,7,2026-02-06,resolved
178,2026-01-30,金,2B,オークキャンプ,PhoenixJP,,,-,-,0,7,2026-02-06,resolved
178,2026-01-30,金,1A,北部採石場,LeLien,,,-,-,5,7,2026-02-06,resolved
178,2026-01-30,金,1B,ハーピーの絶壁,黄昏のえりしおん,,,統一,宴会,5,7,2026-02-06,resolved
178,2026-01-30,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2026-02-06,resolved
178,2026-01-30,金,1D,マンシャの森の奥,一SUN一,,,統一,-,4,7,2026-02-06,resolved
178,2026-01-30,金,1E,廃鉄鉱山採掘場,彡MukBANG彡,,,-,-,0,7,2026-02-06,resolved
180,2026-02-01,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
180,2026-02-01,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,-,#N/A,#N/A,#N/A,pending_or_error
180,2026-02-01,日,2B,忘却の地,TRAITORs,,,-,-,#N/A,4,2026-02-05,pending_or_error
180,2026-02-01,日,1A,ナーガ沼地,SkyCastle,,,-,-,#N/A,#N/A,#N/A,pending_or_error
180,2026-02-01,日,1B,旧ダンデリオン,UnityJP,,,-,-,3,4,2026-02-05,resolved
180,2026-02-01,日,1C,捨てられた地,ーArchー,,,-,-,6,#N/A,#N/A,pending_or_error
180,2026-02-01,日,1D,ベア川下流,オアシスステップ,,,統一,宴会,2,5,2026-02-06,resolved
180,2026-02-01,日,1E,アルティノ入り口,RëBîrth,,,-,-,#N/A,#N/A,#N/A,pending_or_error
181,2026-02-02,月,3A,ルツム族駐屯地,PONYTAIL,,,,宴会,0,3,2026-02-05,resolved
181,2026-02-02,月,3B,アト農場,雪狼族,,,,宴会,0,7,2026-02-09,resolved
181,2026-02-02,月,2A,ベリア農場地帯,MystSA,,,,宴会,0,7,2026-02-09,resolved
181,2026-02-02,月,2B,ギュントの丘,VainqueurJP,,,-,-,0,7,2026-02-09,resolved
181,2026-02-02,月,2C,高原地帯,xAEGISx,,,統一,宴会,0,7,2026-02-09,resolved
181,2026-02-02,月,1A,隠遁の森,Revenant,,,-,-,0,6,2026-02-08,resolved
181,2026-02-02,月,1B,エワズの丘,微笑Party,,,-,-,0,7,2026-02-09,resolved
181,2026-02-02,月,1C,廃城跡入り口,Döraêmön,,,-,宴会,0,7,2026-02-09,resolved
181,2026-02-02,月,1D,カイア渡し場,ー麒麟ー,,,-,-,4,7,2026-02-09,resolved
181,2026-02-02,月,1E,カズラ農場,亗Luxúria亗,,,統一,-,0,7,2026-02-09,resolved
184,2026-02-05,木,3A,北部大農場,PONYTAIL,,,,-,3,7,2026-02-12,resolved
184,2026-02-05,木,2A,トロル防御基地,UnityJP,,,-,宴会,3,7,2026-02-12,resolved
184,2026-02-05,木,2B,隠された修道院,柿一門,,,-,-,0,7,2026-02-12,resolved
184,2026-02-05,木,2C,マルニの第2実験場,TRAITORs,,,-,-,4,1,2026-02-06,resolved
184,2026-02-05,木,1A,アグリス平原,ムpocalype,,,統一,-,0,7,2026-02-12,resolved
184,2026-02-05,木,1B,リンチ農場廃墟,Demise,,,-,宴会,0,7,2026-02-12,resolved
184,2026-02-05,木,1C,ブレディー砦,FLORISTS,,,統一,-,0,7,2026-02-12,resolved
184,2026-02-05,木,1D,エントの森,βυsнỉȉdo家族,,,-,-,3,7,2026-02-12,resolved
184,2026-02-05,木,1E,クリオ村,TheUniverse,,,-,宴会,3,1,2026-02-06,resolved
185,2026-02-06,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2026-02-13,resolved
185,2026-02-06,金,2A,ナーガ抽出場,Maverickz,,,-,-,0,7,2026-02-13,resolved
185,2026-02-06,金,2B,オークキャンプ,TRAITORs,,,-,-,0,2,2026-02-08,resolved
185,2026-02-06,金,1A,北部採石場,義勇,,,統一,-,0,7,2026-02-13,resolved
185,2026-02-06,金,1B,ハーピーの絶壁,オアシスステップ,,,-,-,0,2,2026-02-08,resolved
185,2026-02-06,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2026-02-13,resolved
185,2026-02-06,金,1D,マンシャの森の奥,TheUniverse,,,-,宴会,0,3,2026-02-09,resolved
185,2026-02-06,金,1E,廃鉄鉱山採掘場,Etërnîty,,,-,宴会,0,7,2026-02-13,resolved
187,2026-02-08,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,7,2026-02-15,pending_or_error
187,2026-02-08,日,2A,略奪の森,AlmaVivaJP,,,-,-,#N/A,6,2026-02-14,pending_or_error
187,2026-02-08,日,2B,忘却の地,TRAITORs,,,-,-,3,1,2026-02-09,resolved
187,2026-02-08,日,1A,ナーガ沼地,美孚冰室,,,統一,宴会,#N/A,7,2026-02-15,pending_or_error
187,2026-02-08,日,1B,旧ダンデリオン,シェイド,,,統一,-,3,7,2026-02-15,resolved
187,2026-02-08,日,1C,捨てられた地,オアシスステップ,,,-,-,#N/A,5,2026-02-13,pending_or_error
187,2026-02-08,日,1D,ベア川下流,黒の太陽,,,-,-,2,4,2026-02-12,resolved
187,2026-02-08,日,1E,アルティノ入り口,Revenant,,,統一,-,#N/A,7,2026-02-15,pending_or_error
188,2026-02-09,月,3A,ルツム族駐屯地,TRAITORs,,,,-,4,5,2026-02-14,resolved
188,2026-02-09,月,3B,アト農場,雪狼族,,,,-,0,7,2026-02-16,resolved
188,2026-02-09,月,2A,ベリア農場地帯,MystSA,,,-,-,0,7,2026-02-16,resolved
188,2026-02-09,月,2B,ギュントの丘,ーArchー,,,-,-,0,7,2026-02-16,resolved
188,2026-02-09,月,2C,高原地帯,TheUniverse,,,-,-,0,4,2026-02-13,resolved
188,2026-02-09,月,1A,隠遁の森,ーEspoirー,,,-,宴会,1,7,2026-02-16,resolved
188,2026-02-09,月,1B,エワズの丘,微笑Party,,,統一,-,0,7,2026-02-16,resolved
188,2026-02-09,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,-,-,0,7,2026-02-16,resolved
188,2026-02-09,月,1D,カイア渡し場,ーリベリオンー,,,-,宴会,0,7,2026-02-16,resolved
188,2026-02-09,月,1E,カズラ農場,亗Luxúria亗,,,-,宴会,0,7,2026-02-16,resolved
191,2026-02-12,木,3A,北部大農場,RaиkSS,,,,宴会,0,7,2026-02-19,resolved
191,2026-02-12,木,2A,トロル防御基地,黄昏のえりしおん,,,-,-,0,7,2026-02-19,resolved
191,2026-02-12,木,2B,隠された修道院,黒の太陽,,,-,-,0,7,2026-02-19,resolved
191,2026-02-12,木,2C,マルニの第2実験場,Döraêmön,,,統一,-,6,7,2026-02-19,resolved
191,2026-02-12,木,1A,アグリス平原,Restart,,,-,宴会,0,7,2026-02-19,resolved
191,2026-02-12,木,1B,リンチ農場廃墟,xAEGISx,,,統一,-,0,7,2026-02-19,resolved
191,2026-02-12,木,1C,ブレディー砦,SkyCastle,,,-,-,0,3,2026-02-15,resolved
191,2026-02-12,木,1D,エントの森,βυsнỉȉdo家族,,,-,-,0,7,2026-02-19,resolved
191,2026-02-12,木,1E,クリオ村,神聖堂,,,-,-,6,7,2026-02-19,resolved
192,2026-02-13,金,3A,アグリス祭壇,・殺戮・,,,,宴会,0,7,2026-02-20,resolved
192,2026-02-13,金,2A,ナーガ抽出場,PhoenixJP,,,-,-,0,7,2026-02-20,resolved
192,2026-02-13,金,2B,オークキャンプ,TheUniverse,,,-,宴会,5,7,2026-02-20,resolved
192,2026-02-13,金,1A,北部採石場,義勇,,,-,-,0,2,2026-02-15,resolved
192,2026-02-13,金,1B,ハーピーの絶壁,オアシスステップ,,,-,宴会,5,7,2026-02-20,resolved
192,2026-02-13,金,1C,ブリの森,一惡人谷一,,,統一,-,0,7,2026-02-20,resolved
192,2026-02-13,金,1D,マンシャの森の奥,一SUN一,,,統一,-,4,6,2026-02-19,resolved
192,2026-02-13,金,1E,廃鉄鉱山採掘場,桜吹雪,,,統一,-,0,7,2026-02-20,resolved
194,2026-02-15,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-02-22,resolved
194,2026-02-15,日,2A,略奪の森,VainqueurJP,,,-,-,1,6,2026-02-21,resolved
194,2026-02-15,日,2B,忘却の地,Maverickz,,,-,-,6,7,2026-02-22,resolved
194,2026-02-15,日,1A,ナーガ沼地,SkyCastle,,,-,-,0,7,2026-02-22,resolved
194,2026-02-15,日,1B,旧ダンデリオン,UnityJP,,,-,-,0,1,2026-02-16,resolved
194,2026-02-15,日,1C,捨てられた地,kaioken,,,統一,-,2,7,2026-02-22,resolved
194,2026-02-15,日,1D,ベア川下流,義勇,,,統一,-,3,7,2026-02-22,resolved
194,2026-02-15,日,1E,アルティノ入り口,ZirconiA,,,-,宴会,0,7,2026-02-22,resolved
195,2026-02-16,月,3A,ルツム族駐屯地,PONYTAIL,,,,宴会,2,7,2026-02-23,resolved
195,2026-02-16,月,3B,アト農場,雪狼族,,,,-,0,7,2026-02-23,resolved
195,2026-02-16,月,2A,ベリア農場地帯,UnityJP,,,-,-,0,7,2026-02-23,resolved
195,2026-02-16,月,2B,ギュントの丘,ーArchー,,,-,-,0,7,2026-02-23,resolved
195,2026-02-16,月,2C,高原地帯,雲淡風輕o,,,-,-,3,7,2026-02-23,resolved
195,2026-02-16,月,1A,隠遁の森,柿一門,,,統一,-,0,7,2026-02-23,resolved
195,2026-02-16,月,1B,エワズの丘,ーEspoirー,,,-,宴会,0,3,2026-02-19,resolved
195,2026-02-16,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,統一,-,0,7,2026-02-23,resolved
195,2026-02-16,月,1D,カイア渡し場,シェイド,,,統一,-,0,4,2026-02-20,resolved
195,2026-02-16,月,1E,カズラ農場,亗Luxúria亗,,,-,-,0,7,2026-02-23,resolved
198,2026-02-19,木,3A,北部大農場,RaиkSS,,,,-,0,2,2026-02-21,resolved
198,2026-02-19,木,2A,トロル防御基地,Restart,,,-,-,0,7,2026-02-26,resolved
198,2026-02-19,木,2B,隠された修道院,LeLien,,,-,宴会,0,7,2026-02-26,resolved
198,2026-02-19,木,2C,マルニの第2実験場,MystSA,,,-,-,0,7,2026-02-26,resolved
198,2026-02-19,木,1A,アグリス平原,ーEspoirー,,,-,-,0,4,2026-02-23,resolved
198,2026-02-19,木,1B,リンチ農場廃墟,xAEGISx,,,-,-,0,3,2026-02-22,resolved
198,2026-02-19,木,1C,ブレディー砦,Bagaиі,,,-,-,4,7,2026-02-26,resolved
198,2026-02-19,木,1D,エントの森,βυsнỉȉdo家族,,,統一,-,0,7,2026-02-26,resolved
198,2026-02-19,木,1E,クリオ村,一SUN一,,,統一,宴会,0,7,2026-02-26,resolved
199,2026-02-20,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2026-02-27,resolved
199,2026-02-20,金,2A,ナーガ抽出場,PhoenixJP,,,統一,-,0,7,2026-02-27,resolved
199,2026-02-20,金,2B,オークキャンプ,TheUniverse,,,-,-,0,7,2026-02-27,resolved
199,2026-02-20,金,1A,北部採石場,ひよこりあ,,,-,-,5,7,2026-02-27,resolved
199,2026-02-20,金,1B,ハーピーの絶壁,シェイド,,,統一,-,0,3,2026-02-23,resolved
199,2026-02-20,金,1C,ブリの森,一惡人谷一,,,-,宴会,0,7,2026-02-27,resolved
199,2026-02-20,金,1D,マンシャの森の奥,Иouver,,,-,-,1,7,2026-02-27,resolved
199,2026-02-20,金,1E,廃鉄鉱山採掘場,ーリベリオンー,,,-,宴会,0,3,2026-02-23,resolved
201,2026-02-22,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,0,7,2026-03-01,resolved
201,2026-02-22,日,2A,略奪の森,AlmaVivaJP,,,-,宴会,1,7,2026-03-01,resolved
201,2026-02-22,日,2B,忘却の地,TRAITORs,,,-,宴会,0,5,2026-02-27,resolved
201,2026-02-22,日,1A,ナーガ沼地,SkyCastle,,,-,-,0,7,2026-03-01,resolved
201,2026-02-22,日,1B,旧ダンデリオン,xAEGISx,,,-,宴会,6,7,2026-03-01,resolved
201,2026-02-22,日,1C,捨てられた地,オアシスステップ,,,-,宴会,0,7,2026-03-01,resolved
201,2026-02-22,日,1D,ベア川下流,黒の太陽,,,-,-,0,7,2026-03-01,resolved
201,2026-02-22,日,1E,アルティノ入り口,Döraêmön,,,統一,-,0,4,2026-02-26,resolved
202,2026-02-23,月,3A,ルツム族駐屯地,PONYTAIL,,,,-,0,3,2026-02-26,resolved
202,2026-02-23,月,3B,アト農場,雪狼族,,,,,0,7,2026-03-02,resolved
202,2026-02-23,月,2A,ベリア農場地帯,UnityJP,,,-,-,0,4,2026-02-27,resolved
202,2026-02-23,月,2B,ギュントの丘,シェイド,,,統一,-,0,7,2026-03-02,resolved
202,2026-02-23,月,2C,高原地帯,Maverickz,,,-,-,0,7,2026-03-02,resolved
202,2026-02-23,月,1A,隠遁の森,Pandora,,,-,宴会,0,7,2026-03-02,resolved
202,2026-02-23,月,1B,エワズの丘,ーEspoirー,,,-,-,4,3,2026-02-26,resolved
202,2026-02-23,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,-,-,0,7,2026-03-02,resolved
202,2026-02-23,月,1D,カイア渡し場,ーリベリオンー,,,-,-,3,7,2026-03-02,resolved
202,2026-02-23,月,1E,カズラ農場,ZirconiA,,,統一,-,0,7,2026-03-02,resolved
205,2026-02-26,木,3A,北部大農場,PONYTAIL,,,,宴会,5,7,2026-03-05,resolved
205,2026-02-26,木,2A,トロル防御基地,Restart,,,-,宴会,0,7,2026-03-05,resolved
205,2026-02-26,木,2B,隠された修道院,黄昏のえりしおん,,,-,-,0,7,2026-03-05,resolved
205,2026-02-26,木,2C,マルニの第2実験場,MystSA,,,-,-,0,7,2026-03-05,resolved
205,2026-02-26,木,1A,アグリス平原,ーEspoirー,,,統一,-,3,7,2026-03-05,resolved
205,2026-02-26,木,1B,リンチ農場廃墟,雲淡風輕o,,,-,-,4,7,2026-03-05,resolved
205,2026-02-26,木,1C,ブレディー砦,ムpocalypse,,,統一,-,0,7,2026-03-05,resolved
205,2026-02-26,木,1D,エントの森,βυsнỉȉdo家族,,,-,宴会,0,7,2026-03-05,resolved
205,2026-02-26,木,1E,クリオ村,Döraêmön,,,-,-,0,4,2026-03-02,resolved
206,2026-02-27,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2026-03-06,resolved
206,2026-02-27,金,2A,ナーガ抽出場,UnityJP,,,-,宴会,0,3,2026-03-02,resolved
206,2026-02-27,金,2B,オークキャンプ,TRAITORs,,,-,-,0,1,2026-02-28,resolved
206,2026-02-27,金,1A,北部採石場,ひよこりあ,,,統一,宴会,0,7,2026-03-06,resolved
206,2026-02-27,金,1B,ハーピーの絶壁,ーArchー,,,-,-,4,7,2026-03-06,resolved
206,2026-02-27,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2026-03-06,resolved
206,2026-02-27,金,1D,マンシャの森の奥,一SUN一,,,-,-,0,7,2026-03-06,resolved
206,2026-02-27,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,-,-,4,7,2026-03-06,resolved
208,2026-03-01,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-03-08,resolved
208,2026-03-01,日,2A,略奪の森,AlmaVivaJP,,,-,-,0,7,2026-03-08,resolved
208,2026-03-01,日,2B,忘却の地,VainqueurJP,,,-,-,2,5,2026-03-06,resolved
208,2026-03-01,日,1A,ナーガ沼地,SkyCastle,,,統一,-,0,7,2026-03-08,resolved
208,2026-03-01,日,1B,旧ダンデリオン,xAEGISx,,,統一,-,0,7,2026-03-08,resolved
208,2026-03-01,日,1C,捨てられた地,微笑Party,,,統一,-,0,7,2026-03-08,resolved
208,2026-03-01,日,1D,ベア川下流,義勇,,,-,宴会,0,7,2026-03-08,resolved
208,2026-03-01,日,1E,アルティノ入り口,PokemonGo,,,-,宴会,3,7,2026-03-08,resolved
209,2026-03-02,月,3A,ルツム族駐屯地,常悪魔遇到殺手猫,,,,-,4,7,2026-03-09,resolved
209,2026-03-02,月,3B,アト農場,雪狼族,,,,-,0,7,2026-03-09,resolved
209,2026-03-02,月,2A,ベリア農場地帯,UnityJP,,,-,宴会,3,7,2026-03-09,resolved
209,2026-03-02,月,2B,ギュントの丘,シェイド,,,-,-,0,7,2026-03-09,resolved
209,2026-03-02,月,2C,高原地帯,Maverickz,,,-,宴会,0,7,2026-03-09,resolved
209,2026-03-02,月,1A,隠遁の森,Pandora,,,-,-,0,7,2026-03-09,resolved
209,2026-03-02,月,1B,エワズの丘,SERENITY,,,統一,宴会,4,7,2026-03-09,resolved
209,2026-03-02,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,-,宴会,0,7,2026-03-09,resolved
209,2026-03-02,月,1D,カイア渡し場,ーリベリオンー,,,-,-,0,3,2026-03-05,resolved
209,2026-03-02,月,1E,カズラ農場,Döraêmön,,,-,-,0,7,2026-03-09,resolved
212,2026-03-05,木,3A,北部大農場,PONYTAIL,,,,-,0,2,2026-03-07,resolved
212,2026-03-05,木,2A,トロル防御基地,オアシスステップ,,,-,-,0,4,2026-03-09,resolved
212,2026-03-05,木,2B,隠された修道院,柿一門,,,-,-,0,1,2026-03-06,resolved
212,2026-03-05,木,2C,マルニの第2実験場,MystSA,,,-,宴会,0,4,2026-03-09,resolved
212,2026-03-05,木,1A,アグリス平原,TheUniverse,,,-,-,0,7,2026-03-12,resolved
212,2026-03-05,木,1B,リンチ農場廃墟,毛家村,,,統一,宴会,0,7,2026-03-12,resolved
212,2026-03-05,木,1C,ブレディー砦,C0BRA,,,-,-,0,7,2026-03-12,resolved
212,2026-03-05,木,1D,エントの森,ーリベリオンー,,,-,-,0,3,2026-03-08,resolved
212,2026-03-05,木,1E,クリオ村,黒の太陽,,,-,-,3,3,2026-03-08,resolved
213,2026-03-06,金,3A,アグリス祭壇,・殺戮・,,,,宴会,0,7,2026-03-13,resolved
213,2026-03-06,金,2A,ナーガ抽出場,VainqueurJP,,,-,-,4,7,2026-03-13,resolved
213,2026-03-06,金,2B,オークキャンプ,柿一門,,,-,-,6,7,2026-03-13,resolved
213,2026-03-06,金,1A,北部採石場,ーEspoirー,,,-,-,0,2,2026-03-08,resolved
213,2026-03-06,金,1B,ハーピーの絶壁,ーArchー,,,-,-,0,6,2026-03-12,resolved
213,2026-03-06,金,1C,ブリの森,kaioken,,,統一,-,0,7,2026-03-13,resolved
213,2026-03-06,金,1D,マンシャの森の奥,Revenant,,,統一,宴会,0,2,2026-03-08,resolved
213,2026-03-06,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,統一,-,0,7,2026-03-13,resolved
215,2026-03-08,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,0,7,2026-03-15,resolved
215,2026-03-08,日,2A,略奪の森,AlmaVivaJP,,,統一,,0,7,2026-03-15,resolved
215,2026-03-08,日,2B,忘却の地,雲淡風輕o,,,-,-,2,7,2026-03-15,resolved
215,2026-03-08,日,1A,ナーガ沼地,SkyCastle,,,-,-,0,7,2026-03-15,resolved
215,2026-03-08,日,1B,旧ダンデリオン,黒の太陽,,,-,宴会,0,4,2026-03-12,resolved
215,2026-03-08,日,1C,捨てられた地,ーリベリオンー,,,-,宴会,0,4,2026-03-12,resolved
215,2026-03-08,日,1D,ベア川下流,ーEspoirー,,,-,-,0,7,2026-03-15,resolved
215,2026-03-08,日,1E,アルティノ入り口,Revenant,,,統一,-,0,7,2026-03-15,resolved
216,2026-03-09,月,3A,ルツム族駐屯地,RaиkSS,,,,宴会,0,5,2026-03-14,resolved
216,2026-03-09,月,3B,アト農場,雪狼族,,,,宴会,0,7,2026-03-16,resolved
216,2026-03-09,月,2A,ベリア農場地帯,PokemonGo,,,統一,-,0,7,2026-03-16,resolved
216,2026-03-09,月,2B,ギュントの丘,オアシスステップ,,,-,-,0,7,2026-03-16,resolved
216,2026-03-09,月,2C,高原地帯,MystSA,,,-,-,0,3,2026-03-12,resolved
216,2026-03-09,月,1A,隠遁の森,RëBîrth,,,統一,宴会,0,7,2026-03-16,resolved
216,2026-03-09,月,1B,エワズの丘,βυsнỉȉdo家族,,,-,-,0,7,2026-03-16,resolved
216,2026-03-09,月,1C,廃城跡入り口,PhoenixJP,,,-,-,0,4,2026-03-13,resolved
216,2026-03-09,月,1D,カイア渡し場,一惡人谷一,,,統一,-,4,7,2026-03-16,resolved
216,2026-03-09,月,1E,カズラ農場,Döraêmön,,,統一,-,0,7,2026-03-16,resolved
219,2026-03-12,木,3A,北部大農場,Maverickz,,,,-,5,#N/A,#N/A,pending_or_error
219,2026-03-12,木,2A,トロル防御基地,ーArchー,,,-,-,3,#N/A,#N/A,pending_or_error
219,2026-03-12,木,2B,隠された修道院,黄昏のえりしおん,,,-,-,6,#N/A,#N/A,pending_or_error
219,2026-03-12,木,2C,マルニの第2実験場,MystSA,,,-,-,3,2,2026-03-14,resolved
219,2026-03-12,木,1A,アグリス平原,TheUniverse,,,統一,-,0,4,2026-03-16,resolved
219,2026-03-12,木,1B,リンチ農場廃墟,毛家村,,,-,-,0,#N/A,#N/A,pending_or_error
219,2026-03-12,木,1C,ブレディー砦,Иouver,,,統一,宴会,0,#N/A,#N/A,pending_or_error
219,2026-03-12,木,1D,エントの森,ーリベリオンー,,,-,-,4,1,2026-03-13,resolved
219,2026-03-12,木,1E,クリオ村,黒の太陽,,,-,-,4,#N/A,#N/A,pending_or_error
220,2026-03-13,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2026-03-20,resolved
220,2026-03-13,金,2A,ナーガ抽出場,VainqueurJP,,,-,-,0,3,2026-03-16,resolved
220,2026-03-13,金,2B,オークキャンプ,PhoenixJP,,,-,宴会,0,7,2026-03-20,resolved
220,2026-03-13,金,1A,北部採石場,義勇,,,-,宴会,5,7,2026-03-20,resolved
220,2026-03-13,金,1B,ハーピーの絶壁,シェイド,,,統一,-,1,7,2026-03-20,resolved
220,2026-03-13,金,1C,ブリの森,ーリベリオンー,,,-,宴会,0,2,2026-03-15,resolved
220,2026-03-13,金,1D,マンシャの森の奥,UnityJP,,,-,-,5,3,2026-03-16,resolved
220,2026-03-13,金,1E,廃鉄鉱山採掘場,xAEGISx,,,-,宴会,0,2,2026-03-15,resolved
222,2026-03-15,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-03-22,resolved
222,2026-03-15,日,2A,略奪の森,AlmaVivaJP,,,-,宴会,0,7,2026-03-22,resolved
222,2026-03-15,日,2B,忘却の地,TRAITORs,,,-,宴会,0,5,2026-03-20,resolved
222,2026-03-15,日,1A,ナーガ沼地,ーリベリオンー,,,-,-,0,7,2026-03-22,resolved
222,2026-03-15,日,1B,旧ダンデリオン,xAEGISx,,,-,-,3,5,2026-03-20,resolved
222,2026-03-15,日,1C,捨てられた地,ムpocalypse,,,統一,-,3,7,2026-03-22,resolved
222,2026-03-15,日,1D,ベア川下流,磯野家,,,-,宴会,0,7,2026-03-22,resolved
222,2026-03-15,日,1E,アルティノ入り口,氣噗噗讓玻璃心碎一地,,,-,-,0,7,2026-03-22,resolved
223,2026-03-16,月,3A,ルツム族駐屯地,PONYTAIL,,,,-,2,3,2026-03-19,resolved
223,2026-03-16,月,2A,ベリア農場地帯,PokemonGo,,,-,-,0,7,2026-03-23,resolved
223,2026-03-16,月,2B,ギュントの丘,UnityJP,,,-,宴会,0,7,2026-03-23,resolved
223,2026-03-16,月,2C,高原地帯,VainqueurJP,,,-,-,4,3,2026-03-19,resolved
223,2026-03-16,月,1A,隠遁の森,Revenant,,,-,-,0,7,2026-03-23,resolved
223,2026-03-16,月,1B,エワズの丘,βυsнỉȉdo家族,,,統一,-,0,7,2026-03-23,resolved
223,2026-03-16,月,1C,廃城跡入り口,TheUniverse,,,-,-,3,7,2026-03-23,resolved
223,2026-03-16,月,1D,カイア渡し場,一惡人谷一,,,-,-,0,7,2026-03-23,resolved
223,2026-03-16,月,1E,カズラ農場,ZirconiA,,,-,宴会,0,7,2026-03-23,resolved
226,2026-03-19,木,3A,北部大農場,PONYTAIL,,,,宴会,#N/A,7,2026-03-26,pending_or_error
226,2026-03-19,木,2A,トロル防御基地,ーArchー,,,-,-,#N/A,7,2026-03-26,pending_or_error
226,2026-03-19,木,2B,隠された修道院,黄昏のえりしおん,,,-,宴会,#N/A,7,2026-03-26,pending_or_error
226,2026-03-19,木,2C,マルニの第2実験場,VainqueurJP,,,-,-,5,1,2026-03-20,resolved
226,2026-03-19,木,1A,アグリス平原,ーEspoirー,,,-,宴会,3,1,2026-03-20,resolved
226,2026-03-19,木,1B,リンチ農場廃墟,Etërnîty,,,統一,-,#N/A,7,2026-03-26,pending_or_error
226,2026-03-19,木,1C,ブレディー砦,C0BRA,,,-,-,#N/A,7,2026-03-26,pending_or_error
226,2026-03-19,木,1D,エントの森,Elements,,,-,-,6,7,2026-03-26,resolved
226,2026-03-19,木,1E,クリオ村,黒の太陽,,,-,-,#N/A,3,2026-03-22,pending_or_error
227,2026-03-20,金,3A,アグリス祭壇,・殺戮・,,,,宴会,0,7,2026-03-27,resolved
227,2026-03-20,金,2A,ナーガ抽出場,VainqueurJP,,,-,宴会,4,1,2026-03-21,resolved
227,2026-03-20,金,2B,オークキャンプ,TRAITORs,,,-,-,0,1,2026-03-21,resolved
227,2026-03-20,金,1A,北部採石場,ーEspoirー,,,-,-,0,6,2026-03-26,resolved
227,2026-03-20,金,1B,ハーピーの絶壁,シェイド,,,-,宴会,0,6,2026-03-26,resolved
227,2026-03-20,金,1C,ブリの森,柿一門,,,統一,-,5,7,2026-03-27,resolved
227,2026-03-20,金,1D,マンシャの森の奥,xAEGISx,,,統一,-,4,3,2026-03-23,resolved
227,2026-03-20,金,1E,廃鉄鉱山採掘場,放置無言出入自由,,,統一,-,5,7,2026-03-27,resolved
229,2026-03-22,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-03-29,resolved
229,2026-03-22,日,2A,略奪の森,AlmaVivaJP,,,-,-,0,6,2026-03-28,resolved
229,2026-03-22,日,2B,忘却の地,Döraêmön,,,統一,-,2,7,2026-03-29,resolved
229,2026-03-22,日,1A,ナーガ沼地,ーリベリオンー,,,-,宴会,0,1,2026-03-23,resolved
229,2026-03-22,日,1B,旧ダンデリオン,黒の太陽,,,-,宴会,2,4,2026-03-26,resolved
229,2026-03-22,日,1C,捨てられた地,一DEFlANCE,,,-,宴会,0,7,2026-03-29,resolved
